,Start date,End date,Biomass [MWh] Calculated resolutions,Hydropower [MWh] Calculated resolutions,Wind offshore [MWh] Calculated resolutions,Wind onshore [MWh] Calculated resolutions,Photovoltaics [MWh] Calculated resolutions,Other renewable [MWh] Calculated resolutions,Nuclear [MWh] Calculated resolutions,Lignite [MWh] Calculated resolutions,Hard coal [MWh] Calculated resolutions,Fossil gas [MWh] Calculated resolutions,Hydro pumped storage [MWh] Calculated resolutions,Other conventional [MWh] Calculated resolutions,Year
533,2016-06-17,2016-06-18,106035.25,57907.25,5704.5,142427.0,117882.5,3095.25,205741.0,365809.75,245066.75,39944.5,24167.25,110245.75,2016
534,2016-06-18,2016-06-19,105685.0,53335.5,22543.75,129828.0,166886.25,3146.0,212392.0,330316.5,95110.0,32176.75,22746.25,68353.5,2016
535,2016-06-19,2016-06-20,105498.5,59528.75,20697.5,74136.75,138537.5,3208.0,211974.5,294907.25,66123.25,31631.5,26570.25,70152.75,2016
536,2016-06-20,2016-06-21,104783.0,59978.0,46874.0,164831.0,185489.0,3162.0,211293.0,303623.25,162394.25,37232.5,23706.25,111125.25,2016
537,2016-06-21,2016-06-22,104168.0,63302.5,5942.25,105394.0,131173.5,3129.75,209934.5,299389.75,270357.75,50287.5,31932.25,143129.0,2016
538,2016-06-22,2016-06-23,103792.5,64453.25,9467.25,43811.25,185632.25,3054.5,209326.75,298287.75,320222.0,38219.0,32151.0,156754.75,2016
539,2016-06-23,2016-06-24,102320.25,65047.75,18683.25,118786.25,229712.0,3018.75,207719.75,286932.25,312401.75,38515.5,32575.25,126852.0,2016
540,2016-06-24,2016-06-25,102644.5,65253.25,16487.5,96114.25,198066.25,3016.5,207009.0,300010.75,295046.5,35643.75,26921.25,114711.75,2016
541,2016-06-25,2016-06-26,104363.0,63657.25,5849.0,111968.25,134963.75,3037.25,208526.0,304057.25,155781.25,28018.25,27611.75,75089.5,2016
542,2016-06-26,2016-06-27,105188.5,62147.0,21498.75,158147.25,160403.75,3083.5,195980.75,272515.75,57258.25,26517.0,22014.5,73603.25,2016
543,2016-06-27,2016-06-28,104764.5,59803.25,30330.75,144637.25,168832.25,3041.0,207312.0,337515.75,177847.25,34533.75,21794.25,112426.75,2016
544,2016-06-28,2016-06-29,104731.0,64019.25,9146.5,56530.75,177451.75,3002.25,204372.75,330380.75,266938.25,49157.5,28256.75,125925.25,2016
545,2016-06-29,2016-06-30,104864.25,67458.25,31335.75,208022.75,181636.25,2992.25,205507.0,321005.25,213514.0,31830.25,24214.0,122448.75,2016
546,2016-06-30,2016-07-01,105082.5,68299.75,25305.75,125623.5,123377.25,3002.5,206758.5,315747.75,283641.75,46520.5,33442.75,133551.5,2016
547,2016-07-01,2016-07-02,104684.25,68331.0,42032.5,200987.25,167246.75,2580.0,205489.25,316559.5,210374.25,29661.25,22941.25,100978.0,2016
548,2016-07-02,2016-07-03,105380.75,69030.75,53624.25,219409.75,105326.75,2605.25,204442.75,316419.5,56735.75,25713.5,17173.5,75687.0,2016
549,2016-07-03,2016-07-04,105456.75,66576.5,43877.5,159069.75,161292.5,2616.5,205394.25,253427.0,67156.25,25913.75,18450.5,71239.25,2016
550,2016-07-04,2016-07-05,104233.5,68912.75,11011.75,49478.25,183602.75,2583.0,206636.0,302811.25,245408.75,44004.25,31055.75,173958.25,2016
551,2016-07-05,2016-07-06,103729.0,67995.0,38882.75,258876.25,166213.25,2565.25,206255.75,323051.5,172298.5,37002.75,23473.25,104455.75,2016
552,2016-07-06,2016-07-07,104700.25,67989.75,61583.0,398791.5,182115.5,2585.5,212648.75,282398.25,84224.75,33863.5,25867.25,79022.25,2016
553,2016-07-07,2016-07-08,104828.0,67969.5,34236.5,93178.25,217734.75,2576.5,215230.75,348861.75,198907.0,32617.0,24365.25,87282.0,2016
554,2016-07-08,2016-07-09,104272.75,66531.5,34884.0,174634.0,170853.25,2557.25,214876.25,363428.25,194235.75,32664.5,25287.25,88909.5,2016
555,2016-07-09,2016-07-10,104592.0,66196.5,32608.25,194242.25,180613.0,2546.25,214131.25,344780.5,53351.25,28714.0,30783.0,70962.25,2016
556,2016-07-10,2016-07-11,103457.75,64786.75,48326.0,133867.75,213022.25,2551.25,208445.75,325499.75,50417.75,27737.5,25592.5,65314.0,2016
557,2016-07-11,2016-07-12,101283.25,66286.0,59701.75,275330.0,167830.25,2544.75,209768.25,364473.25,129479.75,35609.25,26280.25,91280.75,2016
558,2016-07-12,2016-07-13,102322.0,65103.0,31576.25,140231.25,118049.5,2548.25,213502.25,373845.0,234991.5,36841.75,25019.25,122294.75,2016
559,2016-07-13,2016-07-14,101803.5,60275.25,5486.5,55341.75,123383.75,2561.75,216202.0,375979.75,279286.75,47432.25,18760.75,128766.5,2016
560,2016-07-14,2016-07-15,103935.5,57342.75,50990.0,239022.75,117363.25,2549.5,214368.75,373573.25,118243.5,34297.5,17436.25,91668.75,2016
561,2016-07-15,2016-07-16,104110.25,60867.0,50172.0,273185.75,129006.0,2620.75,204821.0,350981.75,99877.0,33809.0,29160.0,97725.0,2016
562,2016-07-16,2016-07-17,103633.0,64555.25,34587.75,98933.75,157543.0,2651.25,182907.25,365042.25,95804.25,31338.25,18430.75,78114.75,2016
563,2016-07-17,2016-07-18,103090.0,66354.0,15394.5,91407.75,140821.75,2595.25,183228.75,367329.0,90673.25,28608.25,17867.75,76801.75,2016
564,2016-07-18,2016-07-19,102506.5,67867.25,17614.25,91207.5,185381.75,2552.0,189862.5,361017.25,227063.5,39202.0,28003.75,128060.5,2016
565,2016-07-19,2016-07-20,102593.75,69305.5,4655.0,36659.25,208400.75,2590.0,189543.75,351297.0,251490.5,55844.5,28442.75,146433.25,2016
566,2016-07-20,2016-07-21,102019.75,68229.5,38330.75,93552.25,221744.0,2601.5,188345.25,363628.5,236286.5,47494.0,26062.25,144985.75,2016
567,2016-07-21,2016-07-22,102224.0,68913.25,8871.75,87654.5,139662.25,2574.0,188304.0,370533.5,264257.5,53534.0,26538.25,140959.0,2016
568,2016-07-22,2016-07-23,102452.5,68463.75,9646.0,56599.0,172881.25,2666.0,187988.75,360243.5,288891.75,46457.5,20906.0,134044.75,2016
569,2016-07-23,2016-07-24,103265.25,68214.5,4250.25,39820.5,138544.0,2656.25,187874.25,340381.0,209340.75,26290.0,18306.75,84269.5,2016
570,2016-07-24,2016-07-25,103252.0,68810.25,510.5,17008.5,164821.5,2663.5,187576.5,326408.5,173964.75,24539.25,12135.5,67482.5,2016
571,2016-07-25,2016-07-26,102510.25,69907.5,12767.0,31041.0,159208.75,2668.25,188301.5,327500.5,292607.0,52553.75,26277.75,136426.0,2016
572,2016-07-26,2016-07-27,102216.75,70506.5,4689.25,36016.25,151242.75,2671.75,187762.5,329287.0,324646.75,54695.75,21560.5,136262.5,2016
573,2016-07-27,2016-07-28,102544.0,71030.25,16692.75,66366.0,144980.0,2668.0,188549.5,339223.0,329596.5,55719.5,17966.0,135522.75,2016
574,2016-07-28,2016-07-29,103181.25,71365.0,3478.0,44607.0,143427.5,2698.75,189043.0,347713.25,309940.5,54561.0,21127.25,147036.25,2016
575,2016-07-29,2016-07-30,102354.5,71784.5,7482.25,115064.25,149903.25,2683.75,188256.75,354491.5,261750.5,33680.5,22071.5,124613.5,2016
576,2016-07-30,2016-07-31,102492.5,68766.0,10948.75,108116.0,163954.5,2659.75,180694.5,348362.75,167758.5,20654.75,18613.25,82145.25,2016
577,2016-07-31,2016-08-01,102451.75,66271.75,7204.5,52296.0,96641.0,2684.75,177580.0,358077.75,162884.5,21659.25,8966.5,70197.25,2016
578,2016-08-01,2016-08-02,104701.25,69396.75,25573.75,119175.5,171733.75,3047.5,190220.5,356739.25,191334.5,41325.5,16874.0,102843.25,2016
579,2016-08-02,2016-08-03,104499.5,69482.0,7860.25,76135.75,82123.25,3083.25,191094.25,354250.0,258101.75,48963.5,20296.5,138505.75,2016
580,2016-08-03,2016-08-04,105063.0,68393.25,46494.75,222777.5,101856.75,3062.25,189984.75,354258.75,238394.25,43974.75,18960.75,111273.0,2016
581,2016-08-04,2016-08-05,105058.5,67134.75,55252.5,197602.25,136499.75,3025.75,188522.5,340568.75,231399.5,50367.25,23749.5,111227.75,2016
582,2016-08-05,2016-08-06,105507.5,64968.5,26970.75,109953.75,104523.25,3160.5,189458.5,337757.25,222222.75,49840.25,26047.5,111650.75,2016
583,2016-08-06,2016-08-07,105320.25,62242.75,26624.25,139533.25,141835.75,3066.75,203856.0,301813.0,92805.25,25758.75,15261.0,69745.5,2016
584,2016-08-07,2016-08-08,105250.25,68352.5,57484.0,152434.25,198063.75,3152.0,193731.75,237812.0,50882.25,23620.75,18076.25,64926.5,2016
585,2016-08-08,2016-08-09,104799.5,71724.0,71437.25,290219.75,172574.75,3136.5,210013.25,327552.0,98867.0,29062.0,22229.5,77542.0,2016
586,2016-08-09,2016-08-10,105400.5,71054.25,59324.25,134772.25,110443.25,3043.75,218919.25,342843.25,168677.5,44076.75,22068.0,93425.75,2016
587,2016-08-10,2016-08-11,106369.0,69148.75,53628.75,125795.5,127482.75,3055.25,220986.75,323274.5,151551.5,47187.0,26404.0,94586.75,2016
588,2016-08-11,2016-08-12,106937.0,70382.5,25774.0,169186.0,145302.25,3095.0,221010.5,322496.75,146218.25,40037.25,25069.75,103527.25,2016
589,2016-08-12,2016-08-13,106981.25,72365.25,36737.0,151057.75,63613.75,3066.0,220449.5,326272.75,162010.5,29718.0,28433.25,103627.75,2016
590,2016-08-13,2016-08-14,106853.25,70637.75,48802.0,226259.5,175705.75,3039.0,219494.25,308009.5,57111.0,22896.5,24027.5,68339.75,2016
591,2016-08-14,2016-08-15,106438.25,68625.25,19591.0,83095.75,166927.75,3020.75,218201.5,322501.75,75905.25,24067.0,13228.25,66717.5,2016
592,2016-08-15,2016-08-16,104833.25,66718.25,6257.0,58938.75,173784.5,3035.75,217688.25,336727.0,151215.5,27297.75,19375.5,82860.0,2016
593,2016-08-16,2016-08-17,104781.5,67398.75,5556.75,56758.0,183882.75,3042.0,243459.0,363853.75,232359.75,58595.75,24744.25,90444.75,2016
594,2016-08-17,2016-08-18,104399.75,68075.0,4029.75,42965.5,188332.5,3036.25,251973.75,361147.5,227685.0,72313.5,27159.75,101166.25,2016
595,2016-08-18,2016-08-19,104821.0,67508.5,9157.5,41851.0,161677.25,3049.75,252225.0,363514.25,242985.5,82132.25,22348.25,122078.0,2016
596,2016-08-19,2016-08-20,104358.0,66666.75,6587.5,31506.75,166275.75,3044.0,250029.25,361757.25,226757.5,80613.0,29647.0,117299.75,2016
597,2016-08-20,2016-08-21,104633.75,64479.75,34212.0,112017.25,110186.0,3051.75,249220.25,331121.5,105321.0,33252.0,18206.25,86405.75,2016
598,2016-08-21,2016-08-22,104865.75,62802.25,41979.5,204803.0,125987.0,3088.0,240218.5,277532.75,64748.0,22536.5,19357.0,81839.0,2016
599,2016-08-22,2016-08-23,104958.25,63461.75,33516.0,150695.25,125144.75,3104.0,250496.0,345989.25,173209.75,76638.5,25705.75,118419.75,2016
600,2016-08-23,2016-08-24,104316.25,63127.75,6234.25,59903.0,172383.0,3079.75,247552.0,345583.25,218369.0,110475.5,31149.25,125673.75,2016
601,2016-08-24,2016-08-25,103467.75,61862.75,18562.0,85997.25,197841.0,3079.5,245943.0,353395.25,234632.75,106538.5,22535.5,123646.0,2016
602,2016-08-25,2016-08-26,102525.25,61635.5,11676.75,170826.25,199405.25,3078.25,246308.75,360895.5,231003.0,100939.75,25233.0,99147.75,2016
603,2016-08-26,2016-08-27,102537.5,59236.5,19380.5,124745.25,191313.25,3059.0,244580.75,370279.0,214913.5,102098.75,26596.5,101508.0,2016
604,2016-08-27,2016-08-28,103167.0,57026.5,10313.0,66178.5,185593.0,3047.25,240634.25,371668.5,141109.25,58953.25,16879.0,93258.75,2016
605,2016-08-28,2016-08-29,102261.5,56260.0,41180.75,179103.25,162508.25,3005.25,232930.0,352540.75,89657.0,27981.75,18243.25,71262.25,2016
606,2016-08-29,2016-08-30,103675.0,59854.5,41188.25,199330.0,109810.75,2985.75,241045.5,352615.0,211828.0,82417.0,30849.75,108558.0,2016
607,2016-08-30,2016-08-31,104181.75,60873.75,19973.75,74749.5,178617.0,3070.5,242636.0,358131.25,251371.25,102146.75,23211.0,129070.5,2016
608,2016-08-31,2016-09-01,105163.0,58687.5,7944.0,56433.5,188464.75,3029.75,241237.25,370678.0,246860.0,101791.0,27656.5,132276.5,2016
609,2016-09-01,2016-09-02,103684.75,59141.25,12956.25,64705.75,147092.75,2863.0,239208.75,369410.0,246487.0,102330.5,22737.25,150869.25,2016
610,2016-09-02,2016-09-03,104744.25,57672.75,36476.0,65445.25,164306.25,2871.25,226649.25,351472.25,251776.75,76483.0,24150.25,143951.25,2016
611,2016-09-03,2016-09-04,104743.25,54418.0,13471.25,97063.25,136417.75,2895.5,214763.75,327761.0,170387.5,28725.0,24685.75,109564.0,2016
612,2016-09-04,2016-09-05,104650.25,50483.5,22139.5,239946.0,77085.75,2928.75,216188.0,340412.25,99714.25,29435.25,18625.25,97428.0,2016
613,2016-09-05,2016-09-06,103841.75,53354.5,7501.75,152568.75,92802.5,2971.5,217589.5,365398.25,242484.0,74449.75,36964.0,147999.5,2016
614,2016-09-06,2016-09-07,103981.5,61776.75,9435.25,33932.0,160061.75,2964.5,217460.25,352171.5,274545.75,103572.5,20768.75,153052.75,2016
615,2016-09-07,2016-09-08,104270.25,59792.75,4710.5,75651.0,178618.75,2933.5,215273.0,362184.25,255971.25,104053.25,21259.5,145686.75,2016
616,2016-09-08,2016-09-09,103201.0,57521.5,16342.75,98587.5,177860.75,2926.25,216660.0,367910.0,236613.25,98774.0,32692.75,142892.0,2016
617,2016-09-09,2016-09-10,103274.25,56153.25,10405.75,58997.75,154785.0,2907.0,217050.25,376124.75,244493.0,103347.0,25807.75,139000.5,2016
618,2016-09-10,2016-09-11,103319.75,51567.25,17796.0,34509.25,162472.5,2924.25,213559.5,367530.75,179523.75,59180.0,15925.0,103893.25,2016
619,2016-09-11,2016-09-12,103038.0,49084.0,20435.5,54089.5,146759.75,2896.75,215617.75,359180.0,136287.0,55696.0,13790.75,84690.0,2016
620,2016-09-12,2016-09-13,102745.0,50034.25,13320.5,74680.25,164975.25,2916.25,212258.0,370236.75,248753.25,99306.75,32481.0,131285.75,2016
621,2016-09-13,2016-09-14,102380.0,53010.75,23970.5,126546.75,163843.5,3122.0,212531.5,333916.5,255112.5,105433.25,25057.75,126660.25,2016
622,2016-09-14,2016-09-15,102546.5,50620.5,46153.75,179416.25,161425.5,3121.5,213319.75,351465.75,229031.5,96886.25,20738.25,130010.0,2016
623,2016-09-15,2016-09-16,102197.0,48569.25,49200.0,227565.0,153040.0,3128.5,217702.0,340682.5,202219.75,78297.0,21352.75,135225.25,2016
624,2016-09-16,2016-09-17,103770.75,46348.0,18899.25,82582.25,99221.0,3311.75,221484.25,364767.25,270145.75,103714.5,27968.25,142201.0,2016
625,2016-09-17,2016-09-18,104635.25,54955.5,18614.0,152988.75,49467.5,3381.25,222149.75,360343.25,166982.25,57160.75,13687.0,95198.0,2016
626,2016-09-18,2016-09-19,106200.25,58539.0,21873.75,179124.5,64650.5,3337.5,221200.75,385768.25,118668.25,42227.5,10638.0,99253.75,2016
627,2016-09-19,2016-09-20,106385.0,57862.5,3278.0,56218.0,60987.75,3714.5,222570.25,405982.25,286636.25,106344.5,22631.75,138044.75,2016
628,2016-09-20,2016-09-21,105146.75,62660.0,4021.0,19781.5,79268.25,3645.5,222650.25,411262.25,303563.75,115896.25,20537.25,148591.5,2016
629,2016-09-21,2016-09-22,104594.25,58066.25,3313.0,32751.25,130398.75,3845.5,222646.75,403096.75,291445.5,113248.75,19096.25,145995.0,2016
630,2016-09-22,2016-09-23,105728.5,54078.75,8141.25,24641.25,146985.0,3775.25,240247.25,399549.75,284790.75,105415.0,18663.5,128900.0,2016
631,2016-09-23,2016-09-24,105877.75,52440.0,14616.75,56637.75,123529.25,3696.75,255291.5,391343.75,290093.5,71374.5,20705.25,114034.0,2016
632,2016-09-24,2016-09-25,105628.75,49505.0,22120.5,57269.5,147247.0,3603.5,252009.25,388363.0,166124.25,59771.0,14980.75,82069.75,2016
633,2016-09-25,2016-09-26,105436.25,45093.5,44657.75,139049.25,153541.0,3459.5,249929.0,366572.0,101963.5,34903.25,15772.5,80051.5,2016
634,2016-09-26,2016-09-27,105841.25,46528.0,4797.25,55304.25,111499.0,3670.25,251924.0,370885.0,297023.75,99626.5,34607.0,134964.0,2016
635,2016-09-27,2016-09-28,105463.0,48738.75,27905.5,41970.25,123346.0,3463.25,251050.25,379868.5,307418.5,103271.25,25955.25,150767.25,2016
636,2016-09-28,2016-09-29,105182.0,48037.25,73842.75,386929.5,101805.0,3157.75,243203.5,345563.75,120589.0,36567.5,24010.5,91346.5,2016
637,2016-09-29,2016-09-30,105034.75,44201.75,74557.75,448645.75,127188.0,3267.25,249714.0,333768.5,111061.75,33489.0,17745.25,99424.5,2016
638,2016-09-30,2016-10-01,105452.0,44564.25,66018.5,189932.0,87732.25,3462.0,252157.5,365461.5,200875.25,80860.0,29236.25,145027.0,2016
639,2016-10-01,2016-10-02,105581.75,43212.25,12530.5,94293.0,65258.25,3646.75,252204.0,342829.75,167345.5,80764.0,17339.0,139807.5,2016
640,2016-10-02,2016-10-03,106110.0,40327.25,13050.25,172017.0,69869.5,3620.0,252380.25,334178.0,112812.75,74937.75,16474.5,337416.0,2016
641,2016-10-03,2016-10-04,106863.0,41825.75,47061.5,142069.25,66700.0,3804.75,250069.0,371232.5,107119.0,77706.25,14649.75,93060.0,2016
642,2016-10-04,2016-10-05,106531.75,42230.25,59532.0,296689.5,77265.75,3875.25,251219.75,359436.0,168868.5,60485.75,21146.75,142376.0,2016
643,2016-10-05,2016-10-06,106806.5,41609.25,60112.5,314971.5,108762.0,3888.0,252309.5,359687.75,168628.5,67741.5,21765.25,147843.5,2016
644,2016-10-06,2016-10-07,107302.0,40750.75,62223.75,295008.5,28995.5,3838.75,250011.5,369765.75,228432.75,98931.0,26644.25,148435.0,2016
645,2016-10-07,2016-10-08,107845.25,45018.5,40631.75,114202.0,43970.0,3906.75,254293.0,404674.0,266825.25,121647.0,26565.25,167627.5,2016
646,2016-10-08,2016-10-09,107796.25,41942.5,33553.75,107297.0,56456.5,3956.5,254629.0,386071.0,211234.25,74327.25,14981.75,136943.5,2016
647,2016-10-09,2016-10-10,107551.25,37575.25,27546.75,45967.5,68378.0,3979.5,255563.25,379266.0,201019.0,84106.5,17369.0,140531.5,2016
648,2016-10-10,2016-10-11,107281.0,39846.75,16851.75,14483.25,64503.25,3984.5,255501.0,385642.5,322806.5,124482.5,35314.25,175013.75,2016
649,2016-10-11,2016-10-12,107043.0,39714.0,64106.25,106724.0,48842.75,3879.75,250041.75,376814.0,319608.75,109030.0,22338.5,177418.75,2016
650,2016-10-12,2016-10-13,107017.5,37640.75,71095.75,131442.5,47868.5,3905.5,251708.75,391654.0,295923.25,100501.0,25214.5,179900.25,2016
651,2016-10-13,2016-10-14,107065.0,35685.5,65048.75,255866.0,53252.75,3958.5,251787.0,377626.5,232785.25,76158.25,24562.0,169556.5,2016
652,2016-10-14,2016-10-15,108048.75,31815.0,75780.0,355408.0,69784.0,3920.0,254407.5,372640.5,156624.5,58524.5,21837.25,143585.5,2016
653,2016-10-15,2016-10-16,108148.25,33269.25,57640.5,183777.75,55677.5,3846.25,252692.25,400567.5,139423.25,55590.25,24268.5,125375.5,2016
654,2016-10-16,2016-10-17,107664.75,32589.75,35473.25,75066.5,97232.25,3900.75,252284.25,386082.25,128204.25,59993.25,16806.75,128999.75,2016
655,2016-10-17,2016-10-18,106875.75,32703.25,32090.75,116676.5,46779.5,3913.75,252793.75,387637.25,282148.5,116440.0,39936.25,190103.25,2016
656,2016-10-18,2016-10-19,106833.75,34957.5,41414.75,109347.75,42428.0,3959.5,252512.0,391934.0,284763.75,108947.75,29398.5,205339.75,2016
657,2016-10-19,2016-10-20,107241.75,34951.5,18826.25,185476.75,38170.0,4046.5,253719.25,393457.5,298075.25,109321.0,18163.25,200947.5,2016
658,2016-10-20,2016-10-21,107647.75,36256.0,60252.0,95963.75,38409.25,4074.75,254288.5,395809.5,304141.5,108151.75,24603.25,195976.75,2016
659,2016-10-21,2016-10-22,108760.75,38826.25,58150.5,62800.5,28980.0,4011.5,254121.5,383506.75,321342.75,105574.0,25761.25,195436.0,2016
660,2016-10-22,2016-10-23,109036.0,39327.75,42253.0,42796.0,42324.5,4096.5,254532.5,366372.5,254145.5,77557.0,18578.5,137569.5,2016
661,2016-10-23,2016-10-24,108842.75,35655.75,20736.5,43817.0,60492.75,4083.0,253890.25,373986.25,181607.0,79824.75,12760.5,128745.0,2016
662,2016-10-24,2016-10-25,108360.25,32501.25,35671.25,77838.0,34942.5,3909.75,252175.75,382152.75,311049.0,116497.25,29177.25,170773.0,2016
663,2016-10-25,2016-10-26,108480.75,39474.5,7944.5,40151.25,24539.75,3904.0,252553.25,385191.25,316491.5,126972.0,33190.0,181577.25,2016
664,2016-10-26,2016-10-27,107759.75,47562.5,35182.75,28639.5,35981.0,3935.75,253522.25,390063.25,298881.25,118275.75,22877.75,179751.0,2016
665,2016-10-27,2016-10-28,108525.0,43812.25,61706.75,150219.5,46394.0,4243.75,251375.0,403355.25,260087.5,89055.5,25827.25,159635.5,2016
666,2016-10-28,2016-10-29,108437.75,38461.5,73844.5,314564.5,40015.0,4161.0,248570.75,368580.0,170492.5,77026.75,23681.25,138738.0,2016
667,2016-10-29,2016-10-30,108711.0,37787.75,54558.75,227123.0,49989.75,4269.5,251907.25,357202.75,130718.25,48983.0,18189.0,341602.25,2016
668,2016-10-30,2016-10-31,113614.75,36296.5,9924.5,100188.25,65406.25,4595.75,251216.5,407130.75,173476.0,43780.25,16534.25,131443.75,2016
669,2016-10-31,2016-11-01,108907.5,34388.25,9826.5,43104.25,62066.75,4731.25,252882.5,424104.0,264189.25,84716.75,22588.5,147421.5,2016
670,2016-11-01,2016-11-02,108876.25,34057.0,69289.5,170005.5,54057.0,4407.5,252835.5,427434.0,156405.5,46218.5,16251.0,128551.5,2016
671,2016-11-02,2016-11-03,108560.5,32802.0,60428.75,373325.0,39837.5,4433.75,252356.25,368745.75,207799.5,55087.0,21282.0,145472.0,2016
672,2016-11-03,2016-11-04,109771.5,34380.0,20664.25,100495.0,54630.75,4716.5,253335.5,414448.5,334004.75,96747.75,32034.75,185276.75,2016
673,2016-11-04,2016-11-05,110041.5,35138.75,56235.25,201097.5,46152.5,4689.75,253055.25,421411.0,282058.5,63883.0,26830.0,168676.75,2016
674,2016-11-05,2016-11-06,110461.5,35239.25,21965.25,158144.25,18560.0,4716.0,252583.75,429317.75,238795.75,54366.0,21540.5,151280.25,2016
675,2016-11-06,2016-11-07,110066.5,36511.0,38551.0,161572.25,23130.75,4672.0,251519.0,439529.25,153165.0,54312.25,15804.0,142905.25,2016
676,2016-11-07,2016-11-08,110222.75,41608.0,54741.0,111629.5,22876.0,4401.5,252599.5,429146.5,282271.5,105282.75,26204.5,173870.25,2016
677,2016-11-08,2016-11-09,110095.5,42588.0,17734.25,91495.5,27039.0,4788.5,252568.25,427144.0,340493.5,133690.75,33727.5,202117.0,2016
678,2016-11-09,2016-11-10,108759.25,41062.0,15689.75,108634.75,37870.0,4752.0,252640.25,422900.75,332098.25,132621.0,29936.75,194385.25,2016
679,2016-11-10,2016-11-11,109422.25,41001.0,19740.5,109551.75,19279.5,4791.5,251640.25,425912.0,339111.25,128885.75,29429.0,199049.0,2016
680,2016-11-11,2016-11-12,109253.0,43781.5,20834.0,91140.75,21117.0,4811.0,252528.5,393286.0,356291.25,140275.75,29286.0,195075.5,2016
681,2016-11-12,2016-11-13,110125.25,41759.75,50686.5,60060.5,33756.75,4810.75,253045.75,402461.25,255973.25,86838.25,12932.5,150803.25,2016
682,2016-11-13,2016-11-14,109519.75,39524.5,35729.75,123144.0,45873.75,4814.5,251627.25,412654.0,179697.0,65283.25,16118.5,161177.25,2016
683,2016-11-14,2016-11-15,108111.25,36969.0,63617.75,196363.25,67961.25,4695.25,249597.5,422127.5,259022.75,100228.5,26157.5,178086.0,2016
684,2016-11-15,2016-11-16,108255.75,36138.0,47881.5,335755.75,15411.0,4712.25,249499.25,373974.25,259061.25,96294.5,27070.0,182186.75,2016
685,2016-11-16,2016-11-17,108258.25,37685.5,53736.25,324846.5,11124.75,4729.75,245173.75,369507.5,239235.5,95853.5,15764.75,188104.75,2016
